,target,prey
942378,ARHGEF26,ARHGEF26
1046027,ARHGEF7,NCK2
1046768,ARHGEF7,PAK3
1046925,ARHGEF7,ARHGEF7
1046972,ARHGEF7,SCRIB
1047309,ARHGEF7,REPS1
1047409,ARHGEF7,PXN
1047889,ARHGEF7,GIT1
1048314,ARHGEF7,GIT2
1048403,ARHGEF7,ARHGEF6
1048575,ARHGEF7,YWHAG
1048591,ARHGEF7,YWHAE
1048651,ARHGEF7,PAK2
1048653,ARHGEF7,PAK1
1048721,ARHGEF7,YWHAH
3204680,ARID1A,SS18L1
3204769,ARID1A,ACTL6A
3204804,ARID1A,ARID1A
3205112,ARID1A,SMARCA4
3205113,ARID1A,SMARCA2
3205523,ARID1A,DPF1
3205831,ARID1A,SMARCD2
3205862,ARID1A,SS18
3206327,ARID1A,DPF2
3206328,ARID1A,DPF3
3206358,ARID1A,SMARCC2
3206406,ARID1A,SMARCD1
3206453,ARID1A,SMARCE1
3206462,ARID1A,SMARCC1
3206496,ARID1A,ANKRD26
3206945,ARID1A,SMARCB1
3207309,ARID1A,SMARCD3
3207458,ARID1A,BCL7A
3208772,ARID1B,ARID1B
3209374,ARID1B,DPF2
3209501,ARID1B,SMARCE1
3209976,ARID1B,SMARCB1
2130376,ARL1,YWHAZ
2130404,ARL1,YWHAH
2130516,ARL1,YWHAE
2131316,ARL1,EXOC4
2132498,ARL1,ARL1
2132769,ARL1,YWHAQ
2133092,ARL1,YWHAB
4351328,ARL13B,GEMIN4
2133632,ARL14EP,ATF7IP2
2133965,ARL14EP,ARL14EP
2134027,ARL14EP,ATF7IP
2134028,ARL14EP,BCOR
2134143,ARL14EP,RPS27A;UBC;UBB;UBA52
2134148,ARL14EP,YWHAZ
2134176,ARL14EP,YWHAH
2134279,ARL14EP,YWHAG
2134289,ARL14EP,YWHAE
2134322,ARL14EP,ACTR2
2134394,ARL14EP,SETDB1
2134967,ARL14EP,APPL1
2135216,ARL14EP,DYNC2LI1
2135226,ARL14EP,ARPC1A
2136517,ARL14EP,YWHAQ
2136866,ARL14EP,YWHAB
2136987,ARL14EP,ARPC2
2137184,ARL14EP,SNAP29
2137566,ARL2,TUBB4A
2137957,ARL2,YWHAB
2139334,ARL2,TBCD
2139910,ARL2,ARL2-SNX15;ARL2
2140503,ARL2,YWHAE
2140616,ARL2,YWHAH
2140644,ARL2,YWHAZ
2140685,ARL2,TUBB4B
2141726,ARL2BP,YWHAB
2142049,ARL2BP,YWHAQ
2143644,ARL2BP,ARL2BP
2143660,ARL2BP,CFAP20
2144278,ARL2BP,YWHAE
2144418,ARL2BP,YWHAZ
2145459,ARL3,YWHAZ
2145487,ARL3,YWHAH
2145590,ARL3,YWHAG
2145600,ARL3,YWHAE
2145632,ARL3,ACTR3
2145633,ARL3,ACTR2
2146186,ARL3,SLC37A4
2146277,ARL3,APPL1
2146300,ARL3,TRAPPC4
2146312,ARL3,TRAPPC8
2146339,ARL3,BAIAP2
2146538,ARL3,ARPC1A
2146727,ARL3,NAP1L4
2147551,ARL3,PDE6D
2147584,ARL3,ARL1
2147755,ARL3,TRAPPC13
2147778,ARL3,M6PR
2147853,ARL3,YWHAQ
2148172,ARL3,ATIC
2148176,ARL3,YWHAB
2148211,ARL3,ARL3
2148282,ARL3,ARPC2
2149230,ARL6,YWHAZ
2150380,ARL6,ARL6
459500,ARL6IP1,ARL6IP5
459627,ARL6IP1,RTN3
459717,ARL6IP1,RABAC1
460040,ARL6IP1,BCAP31
460049,ARL6IP1,RAB5C
460113,ARL6IP1,NSF
460427,ARL6IP1,ESYT2
460927,ARL6IP1,CTDNEP1
460970,ARL6IP1,ARL6IP1
461062,ARL6IP1,REEP4
461127,ARL6IP1,ATL3
461228,ARL6IP1,ESYT1
461377,ARL6IP1,FAM134B
461493,ARL6IP1,SCFD1
461509,ARL6IP1,ATL2
462008,ARL6IP1,VAPA
462345,ARL6IP1,RAB2A
462479,ARL6IP1,REEP5
462692,ARL6IP1,FAM134A
2156701,ARL6IP5,ARPC2
2156702,ARL6IP5,ARPC1B
2156789,ARL6IP5,YWHAB
2157105,ARL6IP5,YWHAQ
2158427,ARL6IP5,ARPC1A
2159330,ARL6IP5,ACTR2
2159346,ARL6IP5,YWHAG
2159363,ARL6IP5,YWHAE
2159476,ARL6IP5,YWHAH
2159483,ARL6IP5,LMNB2
2159504,ARL6IP5,YWHAZ
2160275,ARL6IP6,RAB5C;RAB5B;DIRAS1;DIRAS2;RAB5A
2160467,ARL6IP6,ARPC2
2160468,ARL6IP6,ARPC1B
2160557,ARL6IP6,YWHAB
2160829,ARL6IP6,CALM2;CALM3;CALM1
2160879,ARL6IP6,YWHAQ
2161427,ARL6IP6,FASN
2161508,ARL6IP6,CLASP1
2162127,ARL6IP6,KLC2
2162197,ARL6IP6,ARPC1A
2162396,ARL6IP6,BAIAP2
2162435,ARL6IP6,TRAPPC4
2162458,ARL6IP6,APPL1
2162765,ARL6IP6,SUN2
2163102,ARL6IP6,ACTR2
2163135,ARL6IP6,YWHAE
2163145,ARL6IP6,YWHAG
2163248,ARL6IP6,YWHAH
2163276,ARL6IP6,YWHAZ
2163385,ARL6IP6,TRAPPC11
2163587,ARL6IP6,CRTC2
2164313,ARL8A,YWHAZ
2164341,ARL8A,YWHAH
2164444,ARL8A,YWHAG
2164454,ARL8A,YWHAE
2165102,ARL8A,MYO6
2165153,ARL8A,TRAPPC4
2165193,ARL8A,BAIAP2
2165262,ARL8A,ARL8A
2165339,ARL8A,GATAD1
2165390,ARL8A,ARPC1A
2165823,ARL8A,MARK2
2166091,ARL8A,CLASP1
2166712,ARL8A,YWHAQ
2167031,ARL8A,YWHAB
2167829,ARL8B,TMEM192
2168089,ARL8B,YWHAZ
2168117,ARL8B,YWHAH
2168220,ARL8B,YWHAG
2168230,ARL8B,YWHAE
2168529,ARL8B,CAMSAP3
2168697,ARL8B,ARL8B
2168905,ARL8B,APPL1
2168928,ARL8B,TRAPPC4
2168940,ARL8B,TRAPPC8
2168967,ARL8B,BAIAP2
2169011,ARL8B,ARL8A
2169013,ARL8B,ATP6V0A1
2169115,ARL8B,GATAD1
2169142,ARL8B,LMO7
2169166,ARL8B,ARPC1A
2169236,ARL8B,KLC2
2169395,ARL8B,ARPC5L
2169613,ARL8B,MARK2
2169787,ARL8B,RAF1
2170159,ARL8B,TBC1D4
2170456,ARL8B,YWHAQ
2170699,ARL8B,VAMP7
2170746,ARL8B,RAB7A
2170805,ARL8B,YWHAB
2170910,ARL8B,ARPC2
3910912,ARPC2,CLEC16A
3911176,ARPC2,BOP1
3911281,ARPC2,ACTR3
3911282,ARPC2,ACTR2
3911406,ARPC2,FAM50A
3911636,ARPC2,ACTR3B
3911799,ARPC2,MRPL42
3911837,ARPC2,DYNC1LI1
3912093,ARPC2,ARPC1A
3912221,ARPC2,KIFC1
3912246,ARPC2,ZNF830
3912301,ARPC2,ARPC5L
3912513,ARPC2,ARPC4-TTLL3;ARPC4
3912618,ARPC2,SIK3
3912698,ARPC2,UNNAMED
3912890,ARPC2,SPECC1L;SPECC1L-ADORA2A
3913469,ARPC2,ARPC5
3913495,ARPC2,ARPC1B
3913496,ARPC2,ARPC2
3913497,ARPC2,ARPC3
2171416,ARPC3,SGTA
2171697,ARPC3,ARPC5
2171747,ARPC3,ARPC3
2171748,ARPC3,ARPC2
2171749,ARPC3,ARPC1B
2171860,ARPC3,MNDA
2171893,ARPC3,YWHAB
2172658,ARPC3,UNNAMED
2172707,ARPC3,CHURC1;CHURC1-FNTB
2172890,ARPC3,ARPC4-TTLL3;ARPC4
2173281,ARPC3,ARPC5L
2173508,ARPC3,ARPC1A
2174146,ARPC3,ACTR3B
2174412,ARPC3,ACTR2
2174413,ARPC3,ACTR3
2174446,ARPC3,YWHAE
2174586,ARPC3,YWHAZ
2174707,ARPC3,BCOR
2174960,ARPC3,CLEC16A
1140060,ASS1,LETM1
1140073,ASS1,CS
1140110,ASS1,GAPDH
1140112,ASS1,OAT
1140178,ASS1,ASS1
1140188,ASS1,LDHA
1140223,ASS1,ETFB
1140336,ASS1,TIMM44
1140443,ASS1,UQCRFS1;UQCRFS1P1
1140523,ASS1,MDH2
1140647,ASS1,UQCRB
1140716,ASS1,HSPD1
1140727,ASS1,SLC25A6
1140741,ASS1,PDHB
1140748,ASS1,SDHA
1140749,ASS1,ALDH1B1
1140794,ASS1,UQCRC1
1141059,ASS1,GFM1
1141470,ASS1,COX5A
1141682,ASS1,NDUFA3
1141845,ASS1,SFXN1
1141920,ASS1,PPA2
1142472,ASS1,IARS2
1142892,ASS1,HSPE1
1142981,ASS1,TRAP1
1143019,ASS1,C1QBP
1143086,ASS1,NDUFAF2
1143278,ASS1,ACADM
4399651,ATG101,ATG13
4399654,ATG101,ULK1
4399662,ATG101,HSBP1
4399919,ATG101,EMC8
4400493,ATG101,CYP51A1
4400668,ATG101,RBMX;RBMXL2
4401002,ATG101,ATG101
4401078,ATG101,PRMT1
4401220,ATG101,RB1CC1
4401301,ATG101,DOCK6
4401423,ATG101,CCPG1
4401570,ATG101,NCOA5
4401860,ATG101,SAFB2
4402210,ATG101,ULK2
4402275,ATG101,SAFB
4402430,ATG12,ATG12
4402722,ATG12,EMC8
4403014,ATG12,RPS12
4403721,ATG12,RPL32
4403742,ATG12,ATG3
4403749,ATG12,ATG16L1
4403931,ATG12,ATG5
4404022,ATG12,RB1CC1
4404506,ATG12,AIMP1
4404777,ATG12,RPL38
4404815,ATG12,RPS8
4404873,ATG12,TECPR1
4405119,ATG12,RPL11
4405216,ATG13,HP1BP3
4405255,ATG13,HIST2H2AA3;HIST2H2AC
4405284,ATG13,RPL11
4405326,ATG13,SAFB
4405335,ATG13,RPL39P5;RPL39
4405461,ATG13,SERBP1
4405520,ATG13,KTN1
4405553,ATG13,NUFIP2
4405560,ATG13,RPS4X
4405561,ATG13,RPS6
4405564,ATG13,RPL23
4405565,ATG13,RPS25
4405566,ATG13,RPS26;RPS26P11
4405567,ATG13,RPS28
4405570,ATG13,RPL30
4405571,ATG13,RPL10A
4405572,ATG13,RPL8
4405574,ATG13,RPL7A
4405580,ATG13,HNRNPK
4405582,ATG13,RPS7
4405587,ATG13,RPS8
4405588,ATG13,RPS16
4405590,ATG13,RPS14
4405591,ATG13,RPS23
4405592,ATG13,RPS18
4405593,ATG13,RPS13
4405596,ATG13,RPS15A
4405607,ATG13,RPL19
4405625,ATG13,RPL38
4405628,ATG13,GNB2L1
4405649,ATG13,RARS
4405666,ATG13,HNRNPA3
4405667,ATG13,HNRNPM
4405702,ATG13,RPL15
4405704,ATG13,RPL27
4405709,ATG13,RPS20
4405710,ATG13,EIF3B
4405713,ATG13,MARS
4405732,ATG13,DDX39B
4405739,ATG13,SAFB2
4405741,ATG13,EIF3A
4405778,ATG13,NUMA1
4405784,ATG13,ZNF638
4405786,ATG13,KARS
4405798,ATG13,CAPRIN1
4405829,ATG13,DHX9
4405846,ATG13,RPL18A
4405854,ATG13,EIF4G1
4405869,ATG13,HNRNPA0
4405881,ATG13,EIF3I
4405896,ATG13,AIMP1
4405897,ATG13,ILF3
4405979,ATG13,LARS
4406031,ATG13,NCOA5
4406085,ATG13,RPL36
4406099,ATG13,YTHDF2
4406143,ATG13,RPL10
4406151,ATG13,RBM8A
4406221,ATG13,EIF3L
4406279,ATG13,SNRNP40
4406293,ATG13,CCDC124
4406351,ATG13,RPS21
4406381,ATG13,RB1CC1
4406390,ATG13,STAM
4406530,ATG13,EIF3C
4406533,ATG13,PRMT1
4406577,ATG13,GNL3
4406600,ATG13,ATG101
4406650,ATG13,RPL6
4406671,ATG13,RPSA
4406674,ATG13,RPL32
4406685,ATG13,NACA
4406717,ATG13,ALYREF
4406724,ATG13,RPS24
4406768,ATG13,RPL27A
4406783,ATG13,RPL18
4406809,ATG13,RPL13
4406816,ATG13,RPL23A
4406850,ATG13,DDX5
4406932,ATG13,RBMX;RBMXL2
4406940,ATG13,PABPN1
4406976,ATG13,DDX17
4406994,ATG13,MATR3
4407011,ATG13,RPL29
4407053,ATG13,RPL17;RPL17-C18ORF32
4407070,ATG13,HDLBP
4407074,ATG13,ENAH
4407136,ATG13,RPL37A
4407196,ATG13,RPL14
4407197,ATG13,PRRC2C
4407202,ATG13,RPL31
4407203,ATG13,RPL24
4407213,ATG13,RPL9
4407214,ATG13,RPS3A
4407236,ATG13,SNRPE
4407242,ATG13,HCFC1
4407275,ATG13,ILF2
4407284,ATG13,EIF3CL
4407298,ATG13,EIF3H
4407303,ATG13,PABPC4
4407308,ATG13,PRPS1;PRPS1L1
4407327,ATG13,HNRNPA2B1
4407339,ATG13,RPL35A
4407342,ATG13,RPL7
4407354,ATG13,RPS3
4407374,ATG13,STMN1
4407376,ATG13,DDX6
4407388,ATG13,RPS12
4407442,ATG13,TOP2A
4407448,ATG13,HNRNPL
4407454,ATG13,RPS2
4407470,ATG13,PABPC1
4407479,ATG13,XRCC6
4407480,ATG13,XRCC5
4407506,ATG13,RPL34
4407507,ATG13,RPS5
4407508,ATG13,RPL28
4407510,ATG13,RPL35
4407517,ATG13,RPS9
4407525,ATG13,RPL5
4407526,ATG13,RPL21
4407527,ATG13,RANGAP1
4407539,ATG13,ST13;ST13P4;ST13P5
4407573,ATG13,RPS27
4407599,ATG13,RPL12
4407619,ATG13,RPL3
4407623,ATG13,RPL13A;RPL13A
4407627,ATG13,RPS19
4407635,ATG13,TMPO
4407641,ATG13,RPL22
4407653,ATG13,RPL4
4407660,ATG13,HNRNPC
4407662,ATG13,EPRS
4407669,ATG13,PSMD3
4407682,ATG13,EMC8
4407701,ATG13,EIF3D
4407773,ATG13,EIF3G
4407778,ATG13,RPS15
4407782,ATG13,EIF3K
4407797,ATG13,TCERG1
4407839,ATG13,STAU1
4407853,ATG13,GLUD1;GLUD2
4407886,ATG13,EIF4E
4407892,ATG13,NPM1
4407903,ATG13,RPLP0;RPLP0P6
4407904,ATG13,RPLP1
4407913,ATG13,RPLP2
4407927,ATG13,ULK1
4407967,ATG13,ATG13
4407979,ATG13,MTA2
4408005,ATG13,SMNDC1
4408008,ATG13,GLRX3
4408732,ATG14,PIK3C3
4409463,ATG14,PIK3R4
4409767,ATG14,NRBF2
4410223,ATG14,BECN1
4410243,ATG14,PSME4
4410550,ATG14,ATG14
4410875,ATG2A,HIST2H2AA3;HIST2H2AC
4414516,ATG2B,WDR45
4414728,ATG2B,ATG2B
4416768,ATG3,EMC8
4417788,ATG3,ATG3
4417795,ATG3,ATG16L1
4417920,ATG3,PRMT1
4418002,ATG3,ATG5
4418315,ATG3,HIST1H2BN;HIST1H2BM;HIST1H2BH;HIST2H2BF;HIST1H2BC;HIST1H2BD;HIST1H2BK;H2BFS
4418726,ATG3,GABARAPL2
4418803,ATG3,SUB1
4419120,ATG3,HIST2H2BE;HIST1H2BB;HIST1H2BO;HIST1H2BJ
4419199,ATG3,HIST2H2AA3;HIST2H2AC
4419331,ATG4B,RPL11
4419568,ATG4B,KTN1
4419592,ATG4B,NUFIP2
4419608,ATG4B,RPS4X
4419612,ATG4B,RPL23
4419613,ATG4B,RPS25
4419614,ATG4B,RPS26;RPS26P11
4419618,ATG4B,RPL30
4419631,ATG4B,RPS13
4419632,ATG4B,RPS7
4419635,ATG4B,RPS8
4419636,ATG4B,RPS15A
4419637,ATG4B,RPS16
4419640,ATG4B,RPS23
4419655,ATG4B,RPL19
4419673,ATG4B,RPL38
4419687,ATG4B,RPL27
4419739,ATG4B,SRP54
4419741,ATG4B,EIF4A1
4419759,ATG4B,EIF3B
4419787,ATG4B,EIF3A
4419830,ATG4B,PSMD6
4419857,ATG4B,RRP1B
4419859,ATG4B,USP10
4419875,ATG4B,DHX9
4419943,ATG4B,AIMP1
4419944,ATG4B,ILF3
4419986,ATG4B,COA4
4420058,ATG4B,DCP1A
4420104,ATG4B,ZCCHC3
4420142,ATG4B,ATG4B
4420216,ATG4B,NUP50
4420340,ATG4B,CCDC124
4420437,ATG4B,STAM
4420458,ATG4B,H1FX
4420580,ATG4B,PRMT1
4420686,ATG4B,GABARAPL1;GABARAP
4420697,ATG4B,RPL6
4420718,ATG4B,RPL32
4421100,ATG4B,RPL17;RPL17-C18ORF32
4421238,ATG4B,NCAPD2
4421249,ATG4B,RPL31
4421250,ATG4B,RPL24
4421260,ATG4B,RPL9
4421261,ATG4B,RPS3A
4421266,ATG4B,PRRC2C
4421321,ATG4B,EIF3H
4421350,ATG4B,PABPC4
4421356,ATG4B,RPL10
4421423,ATG4B,RPS3
4421435,ATG4B,RPS12
4421511,ATG4B,TOP2A
4421517,ATG4B,PABPC1
4421532,ATG4B,RPS5
4421540,ATG4B,RPS9
4421552,ATG4B,RPL28
4421595,ATG4B,RPL34
4421665,ATG4B,RPS19
4421666,ATG4B,RPL3
4421670,ATG4B,RPL13A;RPL13A
4421675,ATG4B,EIF2S3;EIF2S3L
4421688,ATG4B,RPL22
4421825,ATG4B,RPS15
4421828,ATG4B,EIF3K
4421886,ATG4B,STAU1
4421900,ATG4B,GLUD1;GLUD2
4421911,ATG4B,SMC2
4421928,ATG4B,RPLP0;RPLP0P6
4421933,ATG4B,EIF4E
4422043,ATG4B,EIF3J
4633729,ATG4D,PRPF40A
4422136,ATG7,RPL11
4422447,ATG7,RPS23
4422451,ATG7,RPS8
4423548,ATG7,RPL32
4424475,ATG7,RPL22
4424721,ATG7,ATG7
463466,ATG9A,HSPA4
463765,ATG9A,BTF3
466474,ATG9A,HSPH1
3984086,ATL2,ATL2
3985253,ATL2,ESYT1
3985264,ATL2,ATL3
3986651,ATL2,IDH1
554883,ATL3,REEP5
555737,ATL3,NRBF2
555827,ATL3,ATL2
555881,ATL3,ATL1
556051,ATL3,GRWD1
556110,ATL3,ESYT1
556207,ATL3,ATL3
556270,ATL3,REEP4
556725,ATL3,BIRC5
556905,ATL3,ESYT2
557642,ATL3,UBL5
557706,ATL3,RTN3
2564451,ATM,ATM
4352283,ATP1A1,ATP1B3
4352768,ATP1A1,ATP1B1
4353047,ATP1A1,NDRG1
4353531,ATP1A1,NDRG2
4354054,ATP1A1,SLC3A2
4354550,ATP1A1,ATP1A1
133,ATP2B1,TRIM71
161,ATP2B1,ATP2B3
901,ATP2B1,NPTN;DKFZP566H1924
2137,ATP2B1,ATP2B1
2227,ATP2B1,CALM2;CALM3;CALM1
2372,ATP2B1,BSG
2647,ATP2B1,ACSL3
3095255,ATP6AP1,ATP6V1G1
3095279,ATP6AP1,ATP6AP2
3095714,ATP6AP1,ATP6V1A
3095868,ATP6AP1,VAMP7
3096108,ATP6AP1,ATP6V0C
3096156,ATP6AP1,ATP6V1B2
3097089,ATP6AP1,ATP6V0D1
3097556,ATP6AP1,ATP6V0A1
3097821,ATP6AP1,ATP6V0A2
3099024,ATP6AP2,ATP6V1G1
3099050,ATP6AP2,ATP6AP2
3099149,ATP6AP2,TFRC
3099370,ATP6AP2,STX7
3099484,ATP6AP2,ATP6V1A
3099494,ATP6AP2,ATP6V1E1
3099878,ATP6AP2,ATP6V0C
3099925,ATP6AP2,ATP6V1C1
3099926,ATP6AP2,ATP6V1B2
3100514,ATP6AP2,ATP6V1D
3100781,ATP6AP2,WBP11
3100861,ATP6AP2,ATP6V0D1
3101062,ATP6AP2,NRDE2
3101242,ATP6AP2,ATP6V0A1
3101591,ATP6AP2,ATP6V0A2
3101755,ATP6AP2,ATP6V1H
3101979,ATP6AP2,ATP6AP1
3101980,ATP6AP2,VAMP3;VAMP2
3102301,ATP6AP2,RAB11B;RAB11A
3102360,ATP6AP2,STX12
3103565,ATP6V0A1,VAMP3;VAMP2
3103793,ATP6V0A1,ATP6V1H
3104221,ATP6V0A1,ATP6V0A1
3104688,ATP6V0A1,ATP6V0D1
3105033,ATP6V0A1,ATP6V1D
3105619,ATP6V0A1,ATP6V1B2
3105620,ATP6V0A1,ATP6V1C1
3105666,ATP6V0A1,ATP6V0C
3105907,ATP6V0A1,VAMP7
3106051,ATP6V0A1,ATP6V1E1
3106061,ATP6V0A1,ATP6V1A
3106521,ATP6V0A1,ATP6V1G1
3106684,ATP6V0A2,VMA21
3106717,ATP6V0A2,ATP6V1F
3107731,ATP6V0A2,ATP6V0A2
3108489,ATP6V0A2,ATP6V0D1
3108813,ATP6V0A2,CCDC115
3109438,ATP6V0A2,ATP6V0C
3110005,ATP6V0A2,TMEM199
3110267,ATP6V0A2,ATP6AP2
3110345,ATP6V0D1,ATP6V1G1
3110803,ATP6V0D1,ATP6V1A
3110813,ATP6V0D1,ATP6V1E1
3111197,ATP6V0D1,ATP6V0C
3111245,ATP6V0D1,ATP6V1B2
3111257,ATP6V0D1,ATP6V1C1
3111830,ATP6V0D1,ATP6V1D
3112177,ATP6V0D1,ATP6V0D1
3112556,ATP6V0D1,ATP6V0A1
3112903,ATP6V0D1,ATP6V0A2
3113068,ATP6V0D1,ATP6V1H
3113295,ATP6V0D1,VAMP3;VAMP2
3113647,ATP6V0D1,STX12
3114111,ATP6V1A,ATP6V1G1
3114570,ATP6V1A,ATP6V1A
3114580,ATP6V1A,ATP6V1E1
3115012,ATP6V1A,ATP6V1C1
3115013,ATP6V1A,ATP6V1B2
3115597,ATP6V1A,ATP6V1D
3115915,ATP6V1A,ATP6V0D1
3116410,ATP6V1A,ATP6V0A1
3116839,ATP6V1A,ATP6V1H
3117689,ATP6V1A,ATP6V1F
3117880,ATP6V1B2,ATP6V1G1
3118079,ATP6V1B2,NSA2
3118340,ATP6V1B2,ATP6V1A
3118350,ATP6V1B2,ATP6V1E1
3118735,ATP6V1B2,ATP6V0C
3118782,ATP6V1B2,ATP6V1C1
3118783,ATP6V1B2,ATP6V1B2
3119368,ATP6V1B2,ATP6V1D
3119715,ATP6V1B2,ATP6V0D1
3119729,ATP6V1B2,ATP6V1G2-DDX39B;ATP6V1G2
3119967,ATP6V1B2,ROGDI
3120047,ATP6V1B2,DMXL2
3120181,ATP6V1B2,ATP6V0A1
3120438,ATP6V1B2,WDR7
3120446,ATP6V1B2,ATP6V0A2
3120447,ATP6V1B2,DMXL1
3120610,ATP6V1B2,ATP6V1H
3121460,ATP6V1B2,ATP6V1F
3210763,ATP6V1D,CEP135
3211276,ATP6V1D,DAG1
3211771,ATP6V1D,ATP6V1H
3212509,ATP6V1D,ATP6V1D
3212998,ATP6V1D,ATP6V1B2
3213258,ATP6V1D,ATP6V1A
3213269,ATP6V1D,ATP6V1E1
3213636,ATP6V1D,ATP6V1G1
3213811,ATP6V1E1,ATP6V1G1
3214186,ATP6V1E1,ATP6V1E1
3214189,ATP6V1E1,ATP6V1A
3214449,ATP6V1E1,ATP6V1C1
3214459,ATP6V1E1,ATP6V1B2
3214936,ATP6V1E1,ATP6V1D
3215425,ATP6V1E1,ROGDI
3215527,ATP6V1E1,DMXL2
3215682,ATP6V1E1,ATP6V1H
3215797,ATP6V1E1,WDR7
3215802,ATP6V1E1,DMXL1
3216649,ATP6V1E1,ATP6V1F
3216867,ATP6V1F,ATP6V1F
3216897,ATP6V1F,ATP6AP1
3216939,ATP6V1F,VMA21
3217736,ATP6V1F,DMXL1
3217737,ATP6V1F,ATP6V0A2
3217741,ATP6V1F,WDR7
3217855,ATP6V1F,ATP6V1H
3217948,ATP6V1F,ATP6V0A1
3218011,ATP6V1F,DMXL2
3218112,ATP6V1F,ROGDI
3218264,ATP6V1F,C9ORF16
3218293,ATP6V1F,ALDH18A1
3218313,ATP6V1F,ATP6V0D1
3218545,ATP6V1F,TMEM199
3218579,ATP6V1F,ATP6V1D
3218606,ATP6V1F,CCDC115
3218950,ATP6V1F,MID1;MID2
3219088,ATP6V1F,ATP6V1B2
3219089,ATP6V1F,ATP6V1C1
3219340,ATP6V1F,ATP6V1E1
3219349,ATP6V1F,ATP6V1A
3219650,ATP6V1F,IPO7
3219727,ATP6V1F,ATP6V1G1
3219803,ATP6V1F,ATP6AP2
3219912,ATP6V1G1,ATP6V1F
3220780,ATP6V1G1,DMXL1
3220785,ATP6V1G1,WDR7
3220899,ATP6V1G1,ATP6V1H
3220992,ATP6V1G1,ATP6V0A1
3221055,ATP6V1G1,DMXL2
3221156,ATP6V1G1,ROGDI
3221358,ATP6V1G1,ATP6V0D1
3221642,ATP6V1G1,ATP6V1D
3221704,ATP6V1G1,MRPL3
3222132,ATP6V1G1,ATP6V1B2
3222133,ATP6V1G1,ATP6V1C1
3222384,ATP6V1G1,ATP6V1E1
3222403,ATP6V1G1,ATP6V1A
3222770,ATP6V1G1,ATP6V1G1
3222991,ATP6V1H,ATP6V1F
3223814,ATP6V1H,DMXL1
3223819,ATP6V1H,WDR7
3223945,ATP6V1H,ATP6V1H
3224028,ATP6V1H,ATP6V0A1
3224111,ATP6V1H,DMXL2
3224192,ATP6V1H,ROGDI
3224399,ATP6V1H,ATP6V0D1
3224683,ATP6V1H,ATP6V1D
3225170,ATP6V1H,ATP6V1B2
3225172,ATP6V1H,ATP6V1C1
3225431,ATP6V1H,ATP6V1A
3225446,ATP6V1H,ATP6V1E1
3225810,ATP6V1H,ATP6V1G1
3226391,ATXN10,ABCE1
3226718,ATXN10,ATXN10
3228599,ATXN10,PPP1R12A
3472578,ATXN2L,LSM12
3472829,ATXN2L,NUFIP2
3474219,ATXN2L,ATXN2L
3474269,ATXN2L,FAM195B
3474694,ATXN2L,SLMAP
3474740,ATXN2L,PABPC4
3474767,ATXN2L,DDX6
3474852,ATXN2L,PABPC1;PABPC3
3475415,ATXN2L,RCBTB2
3229447,ATXN3,ATXN3
3229895,ATXN3,GPALPP1
2569975,AURKB,INCENP
2570845,AURKB,CDCA8
2570903,AURKB,CDC37
352585,BAG4,STIM1
353166,BAG4,HSP90B1
353798,BAG4,BAG4
353799,BAG4,AHSA1
4240014,BAG6,DYNC1H1
4240841,BAG6,RNF126
4240927,BAG6,UBL4A
4241425,BAG6,GET4
4241455,BAG6,ERLIN2
4241793,BAG6,BAG6;BAT3
4242215,BAG6,ERLIN1
1377568,BAIAP2,CYFIP1
1377796,BAIAP2,BRK1
1377951,BAIAP2,YWHAH
1378095,BAIAP2,YWHAG
1378104,BAIAP2,YWHAE
1378143,BAIAP2,YWHAZ
1378384,BAIAP2,KIAA1522
1378440,BAIAP2,NDUFA12
1378460,BAIAP2,BAIAP2L1
1378679,BAIAP2,WASF2
1378769,BAIAP2,NCKAP1
1378806,BAIAP2,BAIAP2
1378976,BAIAP2,WASF1
1379379,BAIAP2,CYFIP2
1379949,BAIAP2,ABI1
1379957,BAIAP2,ABI2
1380140,BAIAP2,YWHAQ
1380191,BAIAP2,YWHAB
1383196,BAIAP2L1,BAIAP2
1383536,BAIAP2L1,BAIAP2L1
3563802,BANF1,BANF1
3564365,BANF1,POU2F1
3566534,BANF1,VPS13C
2572780,BAZ1A,CHRAC1
2573670,BAZ1A,BAZ1A
2575854,BAZ1B,BAZ1B
3987541,BCAP31,BCAP29
3987795,BCAP31,TMX3
3988063,BCAP31,ESYT1
3988074,BCAP31,ATL3
3988389,BCAP31,HACD3
3988465,BCAP31,SSR1
3988502,BCAP31,MICAL2
3988793,BCAP31,POR
3989005,BCAP31,SSR4
3989006,BCAP31,BCAP31
3989230,BCAP31,PGRMC1
3989276,BCAP31,SCD
3989314,BCAP31,CYB5A
2175157,BCAR1,BCAR3
2175552,BCAR1,ARPC1B
2175639,BCAR1,YWHAB
2175988,BCAR1,YWHAQ
2177265,BCAR1,KIFAP3
2177277,BCAR1,ARPC1A
2177536,BCAR1,APPL1
2178214,BCAR1,YWHAE
2178223,BCAR1,YWHAG
2178266,BCAR1,BCAR1
2178326,BCAR1,YWHAH
2178354,BCAR1,YWHAZ
2178656,BCAR1,ACTBL2
4636141,BECN1,BECN1
4636324,BECN1,UVRAG
4636892,BECN1,PIK3R4
4637631,BECN1,PIK3C3
4107903,BET1,NAPA
4109772,BET1,NSF
