in_cluster_gene_name,mcl_community_id,core_cluster_id,module_id,branch_id,uniprot_id
WBP11,211,169,M13,B,Q9Y2W2
LMAN2,211,169,M13,B,Q12907
ARF4,211,169,M13,B,P18085
NOMO1,212,170,M18,C,Q15155
NOMO3,212,170,M18,C,P69849
NCLN,212,170,M18,C,Q969V3
WDR43,213,171,M01,A,Q15061
NOL11,213,171,M01,A,Q9H8H0
UTP4,213,171,M01,A,Q969X6
UTP4,213,171,M01,A,Q969X6
TAF4,214,172,M14,C,O00268
CHD3,214,172,M14,C,Q12873
TAF9B,214,172,M14,C,Q9HBM6
TAF1,214,172,M14,C,P21675
STK11,215,NULL,M06,A,Q15831
STRADA,215,NULL,M06,A,Q7RTN6
PRRC1,216,173,M10,B,Q96M27
SEC24C,216,173,M10,B,P53992
SEC24D,216,173,M10,B,O94855
SEC23A,216,173,M10,B,Q15436
ARAF,217,NULL,M07,A,P10398
RAF1,217,NULL,M07,A,P04049
PARD6B,218,174,M09,A,Q9BYG5
LLGL1,218,174,M09,A,Q15334
PRKCI,218,174,M09,A,P41743
PHF10,219,175,M03,A,Q8WUB8
BRD7,219,175,M03,A,Q9NPI1
STK32C,219,175,M03,A,Q86UX6
PBRM1,219,175,M03,A,Q86U86
SEC23IP,221,NULL,M10,B,Q9Y6Y8
PDCD6,221,NULL,M10,B,O75340
PI4K2A,222,NULL,M07,A,Q9BTU6
ALDH1A1,222,NULL,M07,A,P00352
PHETA1,223,NULL,M17,C,Q8N4B1
OCRL,223,NULL,M17,C,Q01968
NVL,224,NULL,M03,A,O15381
ATP5PD,224,NULL,M03,A,O75947
ZNF644,225,176,M04,A,Q9H582
NOL10,225,176,M04,A,Q9BSC4
SRI,225,176,M04,A,P30626
OSTF1,226,NULL,M08,A,Q92882
MYO1E,226,NULL,M08,A,Q12965
RPTOR,227,177,M07,A,Q8N122
VMP1,227,177,M07,A,Q96GC9
MTOR,227,177,M07,A,P42345
MAPKAPK3,228,178,M08,A,Q16644
MAPKAPK2,228,178,M08,A,P49137
MAPK11,228,NULL,M08,A,Q15759
MAPK14,228,178,M08,A,Q16539
LZTS2,229,NULL,M03,A,Q9BRK4
RANGAP1,229,NULL,M03,A,P46060
ITPR1,231,NULL,M09,A,Q14643
ITPR3,231,NULL,M09,A,Q14573
DNAJB1,232,NULL,M09,A,P25685
HSPH1,232,NULL,M09,A,Q92598
SDC3,233,NULL,M17,C,O75056
FARP1,233,NULL,M17,C,Q9Y4F1
HOMER2,234,NULL,M06,A,Q9NSB8
HOMER1,234,NULL,M06,A,Q86YM7
ALYREF,235,NULL,M14,C,Q86V81
TNPO1,235,NULL,M14,C,Q92973
CHP1,237,NULL,M11,B,Q99653
GPAT3,237,NULL,M11,B,Q53EU6
NUP98,238,180,M03,A,P52948
NUP133,238,180,M03,A,Q8WUM0
NUP107,238,180,M03,A,P57740
NUP85,238,180,M03,A,Q9BW27
RPL29,239,NULL,M17,C,P47914
FKBP15,240,NULL,M06,A,Q5T1M5
DNAJC13,240,NULL,M06,A,O75165
CTPS1,241,NULL,M14,C,P17812
CTPS2,241,NULL,M14,C,Q9NRF8
CSNK1D,242,NULL,M10,B,P48730
CSNK1E,242,NULL,M10,B,P49674
CKAP2,243,NULL,M06,A,Q8WWK9
KIF22,243,NULL,M06,A,Q14807
CCNB1,244,NULL,M01,A,P14635
STOM,244,NULL,M01,A,P27105
PTGFRN,245,NULL,M12,B,Q9P2B2
CD9,245,NULL,M12,B,P21926
CD81,245,NULL,M12,B,P60033
AMOT,246,181,M10,B,Q4VCS5
ITGA6,246,181,M10,B,P23229
CD151,246,181,M10,B,P48509
PHKG2,247,182,M08,A,P15735
PHKA1,247,182,M08,A,P46020
PHKB,247,182,M08,A,Q93100
CALM1,248,NULL,M08,A,P0DP23
CAMK1,248,NULL,M08,A,Q14012
MYO1C,248,NULL,M08,A,O00159
MYO1B,248,NULL,M08,A,O43795
C9ORF16,249,NULL,M12,B,Q9BUW7
ATP6V1F,249,NULL,M12,B,Q16864
VMA21,250,183,M12,B,Q3ZAQ7
TMEM199,250,183,M12,B,Q8N511
ATP6V0A2,250,183,M12,B,Q9Y487
ATP1A1,251,NULL,M12,B,P05023
ATP1B3,251,NULL,M12,B,P54709
ATG12,252,NULL,M18,C,O94817
ATG5,252,NULL,M18,C,Q9H1Y0
ALDH16A1,253,NULL,M10,B,Q8IZ83
DERA,253,NULL,M10,B,Q9Y315
SUB1,254,NULL,M02,A,P53999
AAMP,254,NULL,M02,A,Q13685
TTK,255,184,M07,A,P33981
ITPRIP,255,184,M07,A,Q8IWB1
VPS8,255,184,M07,A,Q8N3P4
RUBCN,256,185,M10,B,Q92622
RUBCNL,256,185,M10,B,Q9H714
UVRAG,256,185,M10,B,Q9P2Y5
USP1,257,NULL,M11,B,O94782
WDR48,257,NULL,M11,B,Q8TAF3
TOM1L1,258,NULL,M10,B,O75674
TOLLIP,258,NULL,M10,B,Q9H0E2
STIM1,259,NULL,M09,A,Q13586
STIM2,259,NULL,M09,A,Q9P246
CDCA5,260,186,M02,A,Q96FF9
STAG1,260,186,M02,A,Q8WVM7
STAG1,260,186,M02,A,Q68DW7
SRPRA,261,NULL,M18,C,P08240
SRPRB,261,NULL,M18,C,Q9Y5M8
VPS36,262,187,M11,B,Q86VN1
VPS25,262,187,M11,B,Q9BRG1
SNF8,262,187,M11,B,Q96H20
PDS5A,263,NULL,M02,A,Q29RF7
STAG2,263,NULL,M02,A,Q8N3U4
NEFM,264,188,M12,B,P07197
NDRG1,264,188,M12,B,Q92597
SLC7A5,264,188,M12,B,Q01650
OSTM1,265,189,M06,A,Q86WC4
CLCN7,265,189,M06,A,P51798
SLC15A4,265,189,M06,A,Q8N697
UBA2,266,NULL,M03,A,Q9UBT2
SAE1,266,NULL,M03,A,Q9UBE0
TMA16,267,NULL,M14,C,Q96EY4
RPS6KB2,267,NULL,M14,C,Q9UBS0
RPAP2,268,NULL,M04,A,Q8IXW5
GPN3,268,NULL,M04,A,Q9UHW5
RBSN,269,NULL,M12,B,Q9H1K0
VPS45,269,NULL,M12,B,Q9NRW7
RABIF,271,NULL,M11,B,P47224
RAB13,271,NULL,M11,B,P51153
RAB35,271,NULL,M11,B,Q15286
PRKD2,272,190,M07,A,Q9BZL6
PRKD3,272,190,M07,A,O94806
PRKD1,272,190,M07,A,Q15139
PKN2,273,NULL,M08,A,Q16513
PDCD11,273,NULL,M08,A,Q14690
OSBPL9,274,NULL,M13,B,Q96SU4
OSBPL11,274,NULL,M13,B,Q9BXB4
WDR75,275,NULL,M01,A,Q8IWA0
HEATR1,275,NULL,M01,A,Q9H583
MRTO4,276,191,M09,A,Q9UKD2
RPL37A,276,191,M09,A,P61513
CAD,276,191,M09,A,P27708
MAP2K4,277,NULL,M08,A,P45985
MAPK9,277,NULL,M08,A,P45984
MAPK8,277,NULL,M08,A,P45983
LNPK,278,NULL,M13,B,Q9C0E8
LNPK,278,NULL,M13,B,Q9C0E8
MCFD2,279,NULL,M13,B,Q8NI22
LMAN1,279,NULL,M13,B,P49257
CDC37,280,NULL,M09,A,Q16543
LIMK2,280,NULL,M09,A,P53671
ANP32A,281,NULL,M03,A,P39687
KPNA1,281,NULL,M03,A,P52294
CIAPIN1,282,NULL,M12,B,Q6FI81
IPO13,282,NULL,M12,B,O94829
INTS3,283,192,M05,A,Q68E01
NELFB,283,192,M05,A,Q8WX92
INTS9,283,192,M05,A,Q9NV88
GPAT4,284,NULL,M11,B,Q86UL3
GPAT4,284,NULL,M11,B,Q86UL3
SLC35E1,285,NULL,M13,B,Q96K37
TM9SF3,285,NULL,M13,B,Q9HD45
ESF1,287,193,M03,A,Q9H501
ABT1,287,193,M03,A,Q9ULW3
DDX47,287,193,M03,A,Q9H0S4
IKBKG,289,194,M09,A,Q9Y6K9
IKBKB,289,194,M09,A,O14920
CHUK,289,194,M09,A,O15111
CDK4,290,NULL,M06,A,P11802
CDKN2C,290,NULL,M06,A,P42773
CDK11B,291,195,M09,A,P21127
CDK11A,291,195,M09,A,Q9UQ88
SAP30BP,291,195,M09,A,Q9UHR5
CCZ1,292,196,M06,A,P86791
CCZ1B,292,196,M06,A,P86790
RMC1,292,196,M06,A,Q96DM3
HNRNPU,293,NULL,M15,C,Q00839
HNRNPDL,293,NULL,M15,C,O14979
DPY30,294,NULL,M02,A,Q9C005
ARFGEF1,294,NULL,M02,A,Q9Y6D6
XRCC6,295,197,M01,A,P12956
XRCC5,295,197,M01,A,P13010
PRKDC,295,197,M01,A,P78527
ESYT2,296,NULL,M13,B,A0FGR8
ESYT1,296,NULL,M13,B,Q9BSJ8
ARL2-SNX15,297,198,M06,A,NA
ARL2,297,198,M06,A,P36404
TBCD,297,198,M06,A,Q9BTW9
AKAP10,298,NULL,M02,A,O43572
ARFGEF2,298,NULL,M02,A,Q9Y6D5
ANXA11,299,NULL,M04,A,P50995
PRDX3,299,NULL,M04,A,P30048
TANC1,300,NULL,M06,A,Q9C0D5
AGAP3,300,NULL,M06,A,Q96P47
AGAP1,300,NULL,M06,A,Q9UPQ3
