,uniprot,gene_name,go_annot
29,P15311,EZR,GO:0000122 GO:0001650 GO:0001726 GO:0001726 GO:0001772 GO:0001931 GO:0001951 GO:0003376 GO:0003723 GO:0003723 GO:0003779 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005615 GO:0005737 GO:0005737 GO:0005737 GO:0005768 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005884 GO:0005886 GO:0005886 GO:0005902 GO:0005903 GO:0005925 GO:0007159 GO:0007411 GO:0008017 GO:0008022 GO:0008360 GO:0010628 GO:0010737 GO:0015629 GO:0016020 GO:0016323 GO:0016324 GO:0016324 GO:0016324 GO:0019898 GO:0019904 GO:0022614 GO:0030033 GO:0030175 GO:0030175 GO:0030315 GO:0030863 GO:0030953 GO:0031528 GO:0031532 GO:0031623 GO:0031982 GO:0032532 GO:0032587 GO:0032703 GO:0032991 GO:0034236 GO:0034237 GO:0034237 GO:0034629 GO:0036064 GO:0040018 GO:0042802 GO:0042802 GO:0042995 GO:0043622 GO:0044297 GO:0044393 GO:0044548 GO:0044853 GO:0045177 GO:0045296 GO:0046847 GO:0048015 GO:0048471 GO:0050714 GO:0050839 GO:0050839 GO:0050839 GO:0050860 GO:0051015 GO:0051017 GO:0051018 GO:0051018 GO:0051117 GO:0051286 GO:0051660 GO:0061028 GO:0070062 GO:0070062 GO:0070062 GO:0070373 GO:0071320 GO:0071437 GO:0071944 GO:0072659 GO:0072659 GO:0072697 GO:0097449 GO:0097454 GO:0097718 GO:0098592 GO:1902115 GO:1902115 GO:1902896 GO:1902966 GO:1903078 GO:1903364 GO:1903753 GO:2000643 GO:2000643 GO:0008361 GO:0022612 GO:0032956 GO:0045198 GO:0045198 GO:1901222 GO:0001772 GO:0005925
30,Q8IZA0,KIAA0319L,GO:0000139 GO:0005515 GO:0005515 GO:0005515 GO:0005730 GO:0005794 GO:0016021 GO:0016032 GO:0031410 GO:0031410 GO:0005886
31,P13473,LAMP2,GO:0002576 GO:0005515 GO:0005615 GO:0005764 GO:0005764 GO:0005764 GO:0005764 GO:0005765 GO:0005765 GO:0005765 GO:0005770 GO:0005886 GO:0005886 GO:0005886 GO:0006605 GO:0009267 GO:0016020 GO:0016020 GO:0017038 GO:0019899 GO:0019904 GO:0030670 GO:0031088 GO:0031088 GO:0031647 GO:0031902 GO:0035577 GO:0043202 GO:0043312 GO:0044754 GO:0045121 GO:0046716 GO:0050821 GO:0061684 GO:0061684 GO:0061684 GO:0061740 GO:0061740 GO:0070062 GO:0070062 GO:0070062 GO:0097352 GO:0101003 GO:1905146 GO:1990836 GO:0098857 GO:0097352 GO:0097637 GO:0061740 GO:0072594 GO:0031902 GO:0009267 GO:0005886 GO:0005765
32,P26038,MSN,GO:0001771 GO:0001931 GO:0003725 GO:0003779 GO:0005102 GO:0005200 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005615 GO:0005634 GO:0005737 GO:0005829 GO:0005829 GO:0005856 GO:0005886 GO:0005902 GO:0005925 GO:0007010 GO:0007159 GO:0008360 GO:0008361 GO:0009986 GO:0010628 GO:0016032 GO:0016323 GO:0016324 GO:0016324 GO:0019899 GO:0019901 GO:0022612 GO:0022614 GO:0030175 GO:0030175 GO:0031143 GO:0031528 GO:0031982 GO:0035722 GO:0042098 GO:0045177 GO:0045198 GO:0048471 GO:0050839 GO:0050839 GO:0050900 GO:0061028 GO:0070062 GO:0070062 GO:0070062 GO:0070062 GO:0070062 GO:0070062 GO:0070489 GO:0071394 GO:0071437 GO:0071803 GO:0071944 GO:0072562 GO:0072678 GO:1902115 GO:1902966 GO:1903364 GO:2000401 GO:2000643 GO:0008361 GO:0005925
33,Q9BQG0,MYBBP1A,GO:0001649 GO:0003714 GO:0003723 GO:0003723 GO:0005634 GO:0005634 GO:0005654 GO:0005654 GO:0005654 GO:0005730 GO:0005730 GO:0005730 GO:0005737 GO:0006355 GO:0008134 GO:0016020 GO:0016020 GO:0022904 GO:0032922 GO:0042149 GO:0042254 GO:0042564 GO:0043231 GO:0045815 GO:0045892 GO:0070888 GO:0071158 GO:0072332 GO:2000210 GO:0043565 GO:0003714 GO:0005730
34,Q9Y2X3,NOP58,GO:0001094 GO:0001650 GO:0003723 GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005730 GO:0005730 GO:0005732 GO:0005829 GO:0006364 GO:0006364 GO:0015030 GO:0016020 GO:0030515 GO:0031428 GO:0048254 GO:0051117 GO:0051117 GO:0070761 GO:0032040 GO:0031428 GO:0030515
35,P06748,NPM1,GO:0001046 GO:0003713 GO:0003713 GO:0003723 GO:0003723 GO:0003723 GO:0004860 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005634 GO:0005634 GO:0005634 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005730 GO:0005730 GO:0005730 GO:0005730 GO:0005730 GO:0005730 GO:0005730 GO:0005730 GO:0005730 GO:0005730 GO:0005730 GO:0005737 GO:0005813 GO:0005829 GO:0005829 GO:0005925 GO:0006281 GO:0006334 GO:0006357 GO:0006886 GO:0006913 GO:0006913 GO:0007098 GO:0007165 GO:0007569 GO:0008104 GO:0008134 GO:0008284 GO:0008285 GO:0010826 GO:0016020 GO:0016032 GO:0019901 GO:0030957 GO:0031616 GO:0032071 GO:0032991 GO:0032993 GO:0033613 GO:0034080 GO:0034644 GO:0042255 GO:0042393 GO:0042803 GO:0043023 GO:0043024 GO:0043066 GO:0043066 GO:0044387 GO:0045727 GO:0045893 GO:0045944 GO:0045944 GO:0046599 GO:0051059 GO:0051082 GO:0051092 GO:0060699 GO:0060735 GO:1902629 GO:1902751 GO:1990904 GO:0003723 GO:0042274 GO:0010824 GO:0006407 GO:0000056 GO:0005654 GO:0042393 GO:0003682 GO:0000055 GO:0005730 GO:0005813 GO:1990904 GO:0005737 GO:0042273 GO:0006338 GO:0045944
36,O75607,NPM3,GO:0003723 GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005730 GO:0005829 GO:0006364 GO:0009303 GO:0015629 GO:0005737 GO:0005654 GO:0042393 GO:0003682 GO:0005730 GO:0003723 GO:0006338
37,P09874,PARP1,GO:0000122 GO:0000715 GO:0000717 GO:0000723 GO:0000724 GO:0000784 GO:0000977 GO:0001228 GO:0003677 GO:0003723 GO:0003723 GO:0003950 GO:0003950 GO:0003950 GO:0003950 GO:0003950 GO:0003950 GO:0003950 GO:0003950 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005634 GO:0005634 GO:0005635 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005667 GO:0005730 GO:0005730 GO:0005730 GO:0005739 GO:0006281 GO:0006293 GO:0006294 GO:0006294 GO:0006294 GO:0006295 GO:0006296 GO:0006302 GO:0006366 GO:0006471 GO:0006471 GO:0006471 GO:0006471 GO:0006471 GO:0006915 GO:0006974 GO:0006974 GO:0006974 GO:0006974 GO:0007005 GO:0007179 GO:0008134 GO:0008270 GO:0010332 GO:0010613 GO:0010990 GO:0016020 GO:0016540 GO:0016604 GO:0018312 GO:0018424 GO:0019899 GO:0019901 GO:0023019 GO:0030225 GO:0030331 GO:0030592 GO:0032042 GO:0032869 GO:0032991 GO:0032991 GO:0032993 GO:0033148 GO:0033683 GO:0034599 GO:0034644 GO:0035861 GO:0035861 GO:0036211 GO:0042769 GO:0042802 GO:0042802 GO:0042826 GO:0043504 GO:0044030 GO:0045944 GO:0047485 GO:0050790 GO:0051287 GO:0051901 GO:0060391 GO:0070212 GO:0070212 GO:0070212 GO:0070213 GO:0070412 GO:0070911 GO:0071294 GO:0090734 GO:0140294 GO:1900182 GO:1901216 GO:1903376 GO:1903518 GO:1903827 GO:1904044 GO:1904357 GO:1904646 GO:1904762 GO:1905168 GO:1905168 GO:1990404 GO:1990404 GO:1990404 GO:1990404 GO:1990404 GO:1990966 GO:2000679 GO:2001170 GO:0070212 GO:0005730 GO:0005634 GO:1990404 GO:0003950 GO:0006302
38,Q9H9Y6,POLR1B,GO:0003677 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005730 GO:0005829 GO:0006361 GO:0006361 GO:0006362 GO:0006363 GO:0007566 GO:0009303 GO:0017126 GO:0032549 GO:0045815 GO:0046872 GO:0003899 GO:0005736
39,P62906,RPL10A,GO:0000184 GO:0002181 GO:0003723 GO:0003723 GO:0003735 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005634 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005925 GO:0006412 GO:0006413 GO:0006614 GO:0014069 GO:0016020 GO:0019083 GO:0022625 GO:0022625 GO:0042788 GO:0045471 GO:0070062 GO:0003723 GO:0022625 GO:0000470
40,P42766,RPL35,GO:0000184 GO:0003723 GO:0003735 GO:0005730 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0006412 GO:0006413 GO:0006614 GO:0016020 GO:0019083 GO:0022625 GO:0022625 GO:0000463 GO:0003729
41,P05386,RPLP1,GO:0000184 GO:0003735 GO:0003735 GO:0005515 GO:0005515 GO:0005515 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005925 GO:0006412 GO:0006413 GO:0006414 GO:0006417 GO:0006614 GO:0019083 GO:0022625 GO:0022625 GO:0032147 GO:0022625 GO:0030295 GO:0003735 GO:0002181 GO:0043021
42,P56182,RRP1,GO:0003723 GO:0003723 GO:0005515 GO:0005515 GO:0005730 GO:0005730 GO:0030688 GO:0006364 GO:0030687 GO:0005634
43,Q15436,SEC23A,GO:0000139 GO:0002474 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0006886 GO:0006888 GO:0008270 GO:0012507 GO:0012507 GO:0012507 GO:0012507 GO:0012507 GO:0012507 GO:0012507 GO:0012507 GO:0012507 GO:0019886 GO:0019898 GO:0030127 GO:0043547 GO:0048208 GO:0048471 GO:0070971 GO:0070971 GO:0072659 GO:0090110 GO:0090110 GO:0090110 GO:0070971 GO:0005096 GO:0030127 GO:0090110
44,Q15437,SEC23B,GO:0000139 GO:0000139 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005783 GO:0005789 GO:0005829 GO:0006886 GO:0008270 GO:0012505 GO:0043547 GO:0048471 GO:0030127 GO:0070971 GO:0005096 GO:0090110
45,P53992,SEC24C,GO:0000139 GO:0000139 GO:0000149 GO:0000149 GO:0002474 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0006886 GO:0006888 GO:0006888 GO:0006888 GO:0008270 GO:0012507 GO:0012507 GO:0012507 GO:0012507 GO:0012507 GO:0012507 GO:0012507 GO:0012507 GO:0019886 GO:0030127 GO:0030127 GO:0030127 GO:0030127 GO:0048208 GO:0090110 GO:0090110 GO:0090110 GO:0030127 GO:0000149 GO:0070971 GO:0008270
46,O94979,SEC31A,GO:0000139 GO:0000139 GO:0000139 GO:0002474 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005737 GO:0005783 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0006888 GO:0012507 GO:0012507 GO:0012507 GO:0012507 GO:0012507 GO:0012507 GO:0012507 GO:0019886 GO:0030120 GO:0030127 GO:0030127 GO:0030127 GO:0030134 GO:0030134 GO:0036498 GO:0043231 GO:0048208 GO:0048306 GO:0048306 GO:0048471 GO:0048471 GO:0051592 GO:0070971 GO:0070971 GO:0070971 GO:0090110 GO:0090110 GO:0007029 GO:0090114 GO:0005198 GO:0006888 GO:0090110 GO:0006886 GO:0030127 GO:0070971
47,P20226,TBP,GO:0000790 GO:0000976 GO:0000976 GO:0000976 GO:0000979 GO:0000987 GO:0000995 GO:0001046 GO:0001091 GO:0001091 GO:0001091 GO:0001091 GO:0001091 GO:0001093 GO:0001103 GO:0001939 GO:0001940 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005634 GO:0005634 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005669 GO:0005669 GO:0005669 GO:0005669 GO:0005669 GO:0005672 GO:0005719 GO:0005737 GO:0006361 GO:0006361 GO:0006362 GO:0006363 GO:0006366 GO:0006366 GO:0006366 GO:0006366 GO:0006367 GO:0006367 GO:0006367 GO:0006383 GO:0006383 GO:0007283 GO:0008134 GO:0008134 GO:0008134 GO:0008134 GO:0008134 GO:0008134 GO:0016032 GO:0016251 GO:0016251 GO:0017162 GO:0019899 GO:0019899 GO:0032991 GO:0042795 GO:0045815 GO:0045893 GO:0051123 GO:0070491 GO:0097550 GO:1901796 GO:0016251 GO:0140223 GO:0006352 GO:0005667 GO:0000126 GO:0005669
48,P02786,TFRC,GO:0001618 GO:0001934 GO:0003723 GO:0003725 GO:0004998 GO:0004998 GO:0004998 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005576 GO:0005615 GO:0005768 GO:0005769 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005887 GO:0005905 GO:0006826 GO:0006879 GO:0009897 GO:0009986 GO:0009986 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0010628 GO:0010637 GO:0016020 GO:0016323 GO:0019901 GO:0019901 GO:0030316 GO:0030665 GO:0030665 GO:0030665 GO:0030665 GO:0030665 GO:0030665 GO:0030665 GO:0030890 GO:0031334 GO:0031410 GO:0031623 GO:0033138 GO:0033572 GO:0033572 GO:0033572 GO:0035556 GO:0035690 GO:0042102 GO:0042470 GO:0042802 GO:0042802 GO:0042802 GO:0042803 GO:0043066 GO:0043123 GO:0043231 GO:0044877 GO:0045780 GO:0045830 GO:0046718 GO:0048471 GO:0048471 GO:0051092 GO:0055037 GO:0055037 GO:0061024 GO:0070062 GO:0072562 GO:0150104 GO:0150104 GO:1900182 GO:1903561 GO:1990712 GO:1990712 GO:1990712 GO:1990830 GO:0001558 GO:0042127 GO:0009897 GO:0006826 GO:0006879
49,P49755,TMED10,GO:0000139 GO:0000139 GO:0000139 GO:0000139 GO:0000139 GO:0001822 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005783 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005789 GO:0005793 GO:0005794 GO:0005794 GO:0005801 GO:0005886 GO:0006886 GO:0006888 GO:0006888 GO:0006890 GO:0006890 GO:0012507 GO:0012507 GO:0012507 GO:0012507 GO:0012507 GO:0012507 GO:0016021 GO:0019905 GO:0030133 GO:0030133 GO:0030133 GO:0030133 GO:0030133 GO:0030133 GO:0030137 GO:0030140 GO:0030667 GO:0033116 GO:0033116 GO:0033116 GO:0035459 GO:0035964 GO:0042470 GO:0042589 GO:0043279 GO:0044877 GO:0045055 GO:0048199 GO:0048205 GO:0048208 GO:0048208 GO:0070765 GO:1902003 GO:0005793 GO:0030134 GO:0030137 GO:0005794 GO:0006888 GO:0006886 GO:0007030 GO:0005783
50,P17480,UBTF,GO:0000981 GO:0001164 GO:0001165 GO:0001181 GO:0001188 GO:0001650 GO:0003682 GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005634 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005730 GO:0005730 GO:0005730 GO:0006357 GO:0006360 GO:0006361 GO:0006361 GO:0006361 GO:0006361 GO:0006362 GO:0006363 GO:0045943 GO:0097110 GO:1902659
51,Q969M3,YIPF5,GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005654 GO:0005783 GO:0005789 GO:0005794 GO:0015031 GO:0016021 GO:0016192 GO:0030134 GO:0043231 GO:0060628 GO:0070971
52,O15120,AGPAT2,GO:0001819 GO:0001961 GO:0003841 GO:0003841 GO:0003841 GO:0003841 GO:0003841 GO:0003841 GO:0005783 GO:0005783 GO:0005789 GO:0005886 GO:0006644 GO:0006654 GO:0006654 GO:0008544 GO:0016021 GO:0016024 GO:0035579 GO:0042493 GO:0043312 GO:0003841 GO:0006654 GO:0005783
53,O14735,CDIPT,GO:0003881 GO:0003881 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005789 GO:0005886 GO:0006661 GO:0006661 GO:0006661 GO:0016020 GO:0016021 GO:0019992 GO:0030145 GO:0030246 GO:0043178 GO:0046341 GO:0006661 GO:0005794 GO:0003881
54,Q92903,CDS1,GO:0004142 GO:0004605 GO:0004605 GO:0004605 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005783 GO:0005783 GO:0005783 GO:0005783 GO:0005789 GO:0005789 GO:0006657 GO:0006661 GO:0006661 GO:0007165 GO:0007602 GO:0016021 GO:0016024 GO:0016024 GO:0016024 GO:0045600 GO:0140042 GO:0140042 GO:0005789
55,O75420,GIGYF1,GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008150 GO:0032991 GO:0048009
56,O95674,CDS2,GO:0004605 GO:0004605 GO:0004605 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005743 GO:0005783 GO:0005783 GO:0005783 GO:0006655 GO:0016020 GO:0016021 GO:0016024 GO:0016024 GO:0140042 GO:0140042 GO:0005789
57,Q9Y6K0,CEPT1,GO:0005515 GO:0005515 GO:0005789 GO:0005789 GO:0006629 GO:0006646 GO:0006646 GO:0006656 GO:0006657 GO:0016021 GO:0031965 GO:0046872 GO:0005789 GO:0004307 GO:0004142 GO:0016780 GO:0006646 GO:0005794
58,Q8WUD6,CHPT1,GO:0000139 GO:0001558 GO:0004142 GO:0005515 GO:0006629 GO:0006656 GO:0006656 GO:0006657 GO:0006663 GO:0016020 GO:0016021 GO:0019992 GO:0043231 GO:0046872 GO:0005789 GO:0004142 GO:0005794 GO:0016780
59,P00387,CYB5R3,GO:0004128 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005576 GO:0005737 GO:0005739 GO:0005741 GO:0005741 GO:0005783 GO:0005789 GO:0005811 GO:0005833 GO:0006695 GO:0006805 GO:0008015 GO:0016020 GO:0016208 GO:0019852 GO:0035578 GO:0043312 GO:0043531 GO:0051287 GO:0055114 GO:0071949
