gene_name,ensg_id,,uniprot_id,is_rna_bp,is_dna_bp,is_xna_bp
UAP1,ENSG00000117143,,Q16222,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UAP1L1,ENSG00000197355,,Q3KQV9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBA1,ENSG00000130985,,P22314,RNA_BP,NOT_DNA_BP,xNA_BP
UBA2,ENSG00000126261,,Q9UBT2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBA3,ENSG00000144744,,Q8TBC4,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBA5,ENSG00000081307,,Q9GZZ9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBA52,ENSG00000221983,,P62987,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBA6,ENSG00000033178,,A0AVT1,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBA7,ENSG00000182179,,P41226,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBAC1,ENSG00000130560,,Q9BSL1,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBAC2,ENSG00000134882,,Q8NBM4,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBALD1,ENSG00000153443,,Q8TB05,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBALD2,ENSG00000185262,,Q8IYN6,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBAP1,ENSG00000165006,,Q9NZ09,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBAP1L,ENSG00000246922,,F5GYI3,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBAP2,ENSG00000137073,,Q5T6F2,RNA_BP,NOT_DNA_BP,xNA_BP
UBAP2L,ENSG00000143569,,Q14157,RNA_BP,NOT_DNA_BP,xNA_BP
UBASH3A,ENSG00000160185,,P57075,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBASH3B,ENSG00000154127,,Q8TF42,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBB,ENSG00000170315,,P0CG47,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBC,ENSG00000150991,,P0CG48,RNA_BP,NOT_DNA_BP,xNA_BP
UBD,ENSG00000213886,,O15205,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBE2A,ENSG00000077721,,P49459,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBE2B,ENSG00000119048,,P63146,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBE2C,ENSG00000175063,,O00762,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBE2D1,ENSG00000072401,,P51668,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBE2D2,ENSG00000131508,,P62837,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBE2D3,ENSG00000109332,,P61077,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBE2D4,ENSG00000078967,,Q9Y2X8,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBE2E1,ENSG00000170142,,P51965,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBE2E2,ENSG00000182247,,Q96LR5,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBE2E3,ENSG00000170035,,Q969T4,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBE2F,ENSG00000184182,,Q969M7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBE2G1,ENSG00000132388,,P62253,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBE2G2,ENSG00000184787,,P60604,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBE2H,ENSG00000186591,,P62256,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBE2I,ENSG00000103275,,P63279,RNA_BP,NOT_DNA_BP,xNA_BP
UBE2J1,ENSG00000198833,,Q9Y385,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBE2J2,ENSG00000160087,,Q8N2K1,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBE2K,ENSG00000078140,,P61086,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBE2L3,ENSG00000185651,,P68036,RNA_BP,NOT_DNA_BP,xNA_BP
UBE2L5,ENSG00000236444,,A0A1B0GUS4,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBE2L6,ENSG00000156587,,O14933,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBE2M,ENSG00000130725,,P61081,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBE2N,ENSG00000177889,,P61088,RNA_BP,NOT_DNA_BP,xNA_BP
UBE2O,ENSG00000175931,,Q9C0C9,RNA_BP,NOT_DNA_BP,xNA_BP
UBE2Q1,ENSG00000160714,,Q7Z7E8,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBE2Q2,ENSG00000140367,,Q8WVN8,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBE2Q2L,ENSG00000259511,,H0YL09,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBE2QL1,ENSG00000215218,,A1L167,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBE2R2,ENSG00000107341,,Q712K3,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBE2S,ENSG00000108106,,Q16763,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBE2T,ENSG00000077152,,Q9NPD8,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBE2U,ENSG00000177414,,Q5VVX9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBE2V1,ENSG00000244687,,Q13404,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBE2V2,ENSG00000169139,,Q15819,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBE2W,ENSG00000104343,,Q96B02,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBE2Z,ENSG00000159202,,Q9H832,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBE3A,ENSG00000114062,,Q05086,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBE3B,ENSG00000151148,,Q7Z3V4,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBE3C,ENSG00000009335,,Q15386,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBE3D,ENSG00000118420,,Q7Z6J8,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBE4A,ENSG00000110344,,Q14139,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBE4B,ENSG00000130939,,O95155,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBFD1,ENSG00000103353,,O14562,RNA_BP,NOT_DNA_BP,xNA_BP
UBIAD1,ENSG00000120942,,Q9Y5Z9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBL3,ENSG00000122042,,O95164,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBL4A,ENSG00000102178,,P11441,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBL4B,ENSG00000186150,,Q8N7F7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBL5,ENSG00000198258,,Q9BZL1,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBL7,ENSG00000138629,,Q96S82,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBLCP1,ENSG00000164332,,Q8WVY7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBN1,ENSG00000118900,,Q9NPG3,NOT_RNA_BP,DNA_BP,xNA_BP
UBN2,ENSG00000157741,,Q6ZU65,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBOX5,ENSG00000185019,,O94941,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBP1,ENSG00000153560,,Q9NZI7,NOT_RNA_BP,DNA_BP,NOT_xNA_BP
UBQLN1,ENSG00000135018,,Q9UMX0,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBQLN2,ENSG00000188021,,Q9UHD9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBQLN3,ENSG00000175520,,Q9H347,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBQLN4,ENSG00000160803,,Q9NRR5,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBQLNL,ENSG00000175518,,Q8IYU4,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBR1,ENSG00000159459,,Q8IWV7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBR2,ENSG00000024048,,Q8IWV8,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBR3,ENSG00000144357,,Q6ZT12,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBR4,ENSG00000127481,,Q5T4S7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBR5,ENSG00000104517,,O95071,RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBR7,ENSG00000012963,,Q8N806,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBTD1,ENSG00000165886,,Q9HAC8,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBTD2,ENSG00000168246,,Q8WUN7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBTF,ENSG00000108312,,P17480,RNA_BP,DNA_BP,xNA_BP
UBTFL1,ENSG00000255009,,P0CB47,NOT_RNA_BP,DNA_BP,xNA_BP
UBXN1,ENSG00000162191,,Q04323,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBXN10,ENSG00000162543,,Q96LJ8,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBXN11,ENSG00000158062,,Q5T124,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBXN2A,ENSG00000173960,,P68543,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBXN2B,ENSG00000215114,,Q14CS0,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBXN4,ENSG00000144224,,Q92575,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBXN6,ENSG00000167671,,Q9BZV1,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBXN7,ENSG00000163960,,O94888,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UBXN8,ENSG00000104691,,O00124,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UCHL1,ENSG00000154277,,P09936,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UCHL3,ENSG00000118939,,P15374,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UCHL5,ENSG00000116750,,Q9Y5K5,RNA_BP,NOT_DNA_BP,xNA_BP
UCK1,ENSG00000130717,,Q9HA47,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UCK2,ENSG00000143179,,Q9BZX2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UCKL1,ENSG00000198276,,Q9NWZ5,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UCMA,ENSG00000165623,,Q8WVF2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UCN,ENSG00000163794,,P55089,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UCN2,ENSG00000145040,,Q96RP3,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UCN3,ENSG00000178473,,Q969E3,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UCP1,ENSG00000109424,,P25874,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UCP2,ENSG00000175567,,P55851,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UCP3,ENSG00000175564,,P55916,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UEVLD,ENSG00000151116,,Q8IX04,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UFC1,ENSG00000143222,,Q9Y3C8,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UFD1,ENSG00000070010,,Q92890,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UFL1,ENSG00000014123,,O94874,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UFM1,ENSG00000120686,,P61960,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UFSP1,ENSG00000176125,,Q6NVU6,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UFSP2,ENSG00000109775,,Q9NUQ7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UGCG,ENSG00000148154,,Q16739,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UGDH,ENSG00000109814,,O60701,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UGGT1,ENSG00000136731,,Q9NYU2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UGGT2,ENSG00000102595,,Q9NYU1,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UGP2,ENSG00000169764,,Q16851,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UGT1A1,ENSG00000241635,,P22309,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UGT1A10,ENSG00000242515,,Q9HAW8,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UGT1A3,ENSG00000288702,,P35503,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UGT1A4,ENSG00000244474,,P22310,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UGT1A5,ENSG00000288705,,P35504,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UGT1A6,ENSG00000167165,,P19224,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UGT1A7,ENSG00000244122,,Q9HAW7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UGT1A8,ENSG00000242366,,Q9HAW9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UGT1A9,ENSG00000241119,,O60656,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UGT2A1,ENSG00000173610,,P0DTE4,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UGT2A2,ENSG00000271271,,P0DTE5,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UGT2A3,ENSG00000135220,,Q6UWM9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UGT2B10,ENSG00000109181,,P36537,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UGT2B11,ENSG00000213759,,O75310,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UGT2B15,ENSG00000196620,,P54855,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UGT2B17,ENSG00000197888,,O75795,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UGT2B28,ENSG00000135226,,Q9BY64,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UGT2B4,ENSG00000156096,,P06133,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UGT2B7,ENSG00000171234,,P16662,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UGT3A1,ENSG00000145626,,Q6NUS8,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UGT3A2,ENSG00000168671,,Q3SY77,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UGT8,ENSG00000174607,,Q16880,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UHMK1,ENSG00000152332,,Q8TAS1,RNA_BP,NOT_DNA_BP,xNA_BP
UHRF1,ENSG00000276043,,Q96T88,NOT_RNA_BP,DNA_BP,xNA_BP
UHRF1BP1,ENSG00000065060,,Q6BDS2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UHRF1BP1L,ENSG00000111647,,A0JNW5,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UHRF2,ENSG00000147854,,Q96PU4,NOT_RNA_BP,DNA_BP,xNA_BP
UIMC1,ENSG00000087206,,Q96RL1,NOT_RNA_BP,DNA_BP,NOT_xNA_BP
ULBP1,ENSG00000111981,,Q9BZM6,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ULBP2,ENSG00000131015,,Q9BZM5,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ULBP3,ENSG00000131019,,Q9BZM4,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ULK1,ENSG00000177169,,O75385,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ULK2,ENSG00000083290,,Q8IYT8,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ULK3,ENSG00000140474,,Q6PHR2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ULK4,ENSG00000168038,,Q96C45,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UMAD1,ENSG00000219545,,C9J7I0,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UMOD,ENSG00000169344,,P07911,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UMODL1,ENSG00000177398,,Q5DID0,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UMPS,ENSG00000114491,,P11172,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UNC119,ENSG00000109103,,Q13432,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UNC119B,ENSG00000175970,,A6NIH7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UNC13A,ENSG00000130477,,Q9UPW8,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UNC13B,ENSG00000198722,,O14795,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UNC13C,ENSG00000137766,,Q8NB66,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UNC13D,ENSG00000092929,,Q70J99,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UNC45A,ENSG00000140553,,Q9H3U1,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UNC45B,ENSG00000141161,,Q8IWX7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UNC50,ENSG00000115446,,Q53HI1,RNA_BP,NOT_DNA_BP,xNA_BP
UNC5A,ENSG00000113763,,Q6ZN44,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UNC5B,ENSG00000107731,,Q8IZJ1,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UNC5C,ENSG00000182168,,O95185,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UNC5CL,ENSG00000124602,,Q8IV45,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UNC5D,ENSG00000156687,,Q6UXZ4,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UNC79,ENSG00000133958,,Q9P2D8,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UNC80,ENSG00000144406,,Q8N2C7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UNC93A,ENSG00000112494,,Q86WB7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UNC93B1,ENSG00000110057,,Q9H1C4,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UNCX,ENSG00000164853,,A6NJT0,NOT_RNA_BP,DNA_BP,NOT_xNA_BP
UNG,ENSG00000076248,,P13051,NOT_RNA_BP,DNA_BP,xNA_BP
UNK,ENSG00000132478,,Q9C0B0,RNA_BP,NOT_DNA_BP,xNA_BP
UNKL,ENSG00000059145,,Q9H9P5,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UPB1,ENSG00000100024,,Q9UBR1,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UPF1,ENSG00000005007,,Q92900,RNA_BP,DNA_BP,xNA_BP
UPF2,ENSG00000151461,,Q9HAU5,RNA_BP,DNA_BP,xNA_BP
UPF3A,ENSG00000169062,,Q9H1J1,RNA_BP,DNA_BP,xNA_BP
UPF3B,ENSG00000125351,,Q9BZI7,RNA_BP,NOT_DNA_BP,xNA_BP
UPK1A,ENSG00000105668,,O00322,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UPK1B,ENSG00000114638,,O75841,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UPK2,ENSG00000110375,,O00526,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UPK3A,ENSG00000100373,,O75631,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UPK3B,ENSG00000276184,,Q9BT76,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UPK3BL1,ENSG00000267368,,B0FP48,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UPP1,ENSG00000183696,,Q16831,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UPP2,ENSG00000007001,,O95045,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UPRT,ENSG00000094841,,Q96BW1,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UQCC1,ENSG00000101019,,Q9NVA1,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UQCC2,ENSG00000137288,,Q9BRT2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UQCC3,ENSG00000204922,,Q6UW78,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UQCR10,ENSG00000184076,,Q9UDW1,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UQCR11,ENSG00000127540,,O14957,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UQCRB,ENSG00000156467,,P14927,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UQCRC1,ENSG00000010256,,P31930,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UQCRC2,ENSG00000140740,,P22695,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UQCRFS1,ENSG00000169021,,P47985,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UQCRH,ENSG00000173660,,P07919,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UQCRHL,ENSG00000233954,,A0A096LP55,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UQCRQ,ENSG00000164405,,O14949,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
URAD,ENSG00000183463,,A6NGE7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
URB1,ENSG00000142207,,O60287,RNA_BP,NOT_DNA_BP,xNA_BP
URB2,ENSG00000135763,,Q14146,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
URGCP,ENSG00000106608,,Q8TCY9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
URI1,ENSG00000105176,,O94763,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
URM1,ENSG00000167118,,Q9BTM9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UROC1,ENSG00000159650,,Q96N76,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UROD,ENSG00000126088,,P06132,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UROS,ENSG00000188690,,P10746,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USB1,ENSG00000103005,,Q9BQ65,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USE1,ENSG00000053501,,Q9NZ43,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USF1,ENSG00000158773,,P22415,NOT_RNA_BP,DNA_BP,NOT_xNA_BP
USF2,ENSG00000105698,,Q15853,NOT_RNA_BP,DNA_BP,NOT_xNA_BP
USF3,ENSG00000176542,,Q68DE3,NOT_RNA_BP,DNA_BP,xNA_BP
USH1C,ENSG00000006611,,Q9Y6N9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USH1G,ENSG00000182040,,Q495M9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USH2A,ENSG00000042781,,O75445,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USHBP1,ENSG00000130307,,Q8N6Y0,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USO1,ENSG00000138768,,O60763,RNA_BP,NOT_DNA_BP,xNA_BP
USP1,ENSG00000162607,,O94782,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP10,ENSG00000103194,,Q14694,RNA_BP,NOT_DNA_BP,xNA_BP
USP11,ENSG00000102226,,P51784,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP12,ENSG00000152484,,O75317,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP13,ENSG00000058056,,Q92995,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP14,ENSG00000101557,,P54578,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP15,ENSG00000135655,,Q9Y4E8,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP16,ENSG00000156256,,Q9Y5T5,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP17L1,ENSG00000230549,,Q7RTZ2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP17L10,ENSG00000231396,,C9JJH3,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP17L11,ENSG00000233136,,C9JVI0,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP17L12,ENSG00000227551,,C9JPN9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP17L13,ENSG00000232399,,C9JLJ4,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP17L15,ENSG00000223569,,C9J2P7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP17L17,ENSG00000249104,,D6RBQ6,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP17L18,ENSG00000250844,,D6R9N7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP17L19,ENSG00000248920,,D6RCP7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP17L2,ENSG00000223443,,Q6R6M4,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP17L20,ENSG00000250745,,D6RJB6,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP17L21,ENSG00000249811,,D6R901,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP17L22,ENSG00000248933,,D6RA61,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP17L23,ENSG00000250913,,D6RBM5,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP17L24,ENSG00000235780,,Q0WX57,RNA_BP,NOT_DNA_BP,xNA_BP
USP17L3,ENSG00000225327,,A6NCW0,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP17L4,ENSG00000236125,,A6NCW7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP17L5,ENSG00000227140,,A8MUK1,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP17L7,ENSG00000226430,,P0C7H9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
